store_id,merchant_id,server_id,customer_id,acq_channel,signup_month,country
M003-ST1,M003,S03,C000147,organic,2020-12,MY
M003-ST1,M003,S03,C000148,organic,2021-01,MY
M003-ST1,M003,S03,C000149,paid-social,2021-01,MY
M003-ST1,M003,S03,C000150,paid-social,2021-02,MY
M003-ST1,M003,S03,C000151,merchant-referral,2021-02,MY
M003-ST1,M003,S03,C000152,promo,2021-02,MY
M003-ST1,M003,S03,C000153,organic,2021-03,MY
M003-ST1,M003,S03,C000154,merchant-referral,2021-03,MY
M003-ST1,M003,S03,C000155,organic,2021-03,MY
M003-ST1,M003,S03,C000156,organic,2021-04,MY
M003-ST1,M003,S03,C000157,organic,2021-04,MY
M003-ST1,M003,S03,C000158,paid-social,2021-04,MY
M003-ST1,M003,S03,C000159,organic,2021-04,MY
M003-ST1,M003,S03,C000160,organic,2021-05,MY
M003-ST1,M003,S03,C000161,merchant-referral,2021-05,MY
M003-ST1,M003,S03,C000162,organic,2021-05,MY
M003-ST1,M003,S03,C000163,organic,2021-06,MY
M003-ST1,M003,S03,C000164,merchant-referral,2021-06,MY
M003-ST1,M003,S03,C000165,organic,2021-07,MY
M003-ST1,M003,S03,C000166,organic,2021-07,MY
M003-ST1,M003,S03,C000167,paid-social,2021-07,MY
M003-ST1,M003,S03,C000168,merchant-referral,2021-08,MY
M003-ST1,M003,S03,C000169,promo,2021-08,MY
M003-ST1,M003,S03,C000170,organic,2021-08,MY
M003-ST1,M003,S03,C000171,promo,2021-08,MY
M003-ST1,M003,S03,C000172,organic,2021-08,MY
M003-ST1,M003,S03,C000173,paid-social,2021-08,MY
M003-ST1,M003,S03,C000174,promo,2021-08,MY
M003-ST1,M003,S03,C000175,promo,2021-09,MY
M003-ST1,M003,S03,C000176,organic,2021-09,MY
M003-ST1,M003,S03,C000177,merchant-referral,2021-09,MY
M003-ST1,M003,S03,C000178,organic,2021-09,MY
M003-ST1,M003,S03,C000179,organic,2021-10,MY
M003-ST1,M003,S03,C000180,organic,2021-10,MY
M003-ST1,M003,S03,C000181,organic,2021-11,MY
M003-ST1,M003,S03,C000182,organic,2021-11,MY
M003-ST1,M003,S03,C000183,promo,2021-11,MY
M003-ST1,M003,S03,C000184,organic,2021-11,MY
M003-ST1,M003,S03,C000185,paid-social,2021-11,MY
M003-ST1,M003,S03,C000186,merchant-referral,2021-11,MY
M003-ST1,M003,S03,C000187,merchant-referral,2021-11,MY
M003-ST1,M003,S03,C000188,merchant-referral,2021-12,MY
M003-ST1,M003,S03,C000189,merchant-referral,2021-12,MY
M003-ST1,M003,S03,C000190,organic,2021-12,MY
M003-ST1,M003,S03,C000191,organic,2021-12,MY
M003-ST1,M003,S03,C000192,organic,2021-12,MY
M003-ST1,M003,S03,C000193,organic,2022-01,MY
M003-ST1,M003,S03,C000194,organic,2022-01,MY
M003-ST1,M003,S03,C000195,organic,2022-01,MY
M003-ST1,M003,S03,C000196,merchant-referral,2022-01,MY
M003-ST1,M003,S03,C000197,promo,2022-01,MY
M003-ST1,M003,S03,C000198,organic,2022-01,MY
M003-ST1,M003,S03,C000199,merchant-referral,2022-02,MY
M003-ST1,M003,S03,C000200,paid-social,2022-02,MY
M003-ST1,M003,S03,C000201,paid-social,2022-02,MY
M003-ST1,M003,S03,C000202,organic,2022-02,MY
M003-ST1,M003,S03,C000203,organic,2022-02,MY
M003-ST1,M003,S03,C000204,organic,2022-03,MY
M003-ST1,M003,S03,C000205,merchant-referral,2022-03,MY
M003-ST1,M003,S03,C000206,promo,2022-03,MY
M003-ST1,M003,S03,C000207,organic,2022-03,MY
M003-ST1,M003,S03,C000208,merchant-referral,2022-04,MY
M003-ST1,M003,S03,C000209,promo,2022-04,MY
M003-ST1,M003,S03,C000210,organic,2022-04,MY
M003-ST1,M003,S03,C000211,organic,2022-05,MY
M003-ST1,M003,S03,C000212,organic,2022-05,MY
M003-ST1,M003,S03,C000213,merchant-referral,2022-05,MY
M003-ST1,M003,S03,C000214,organic,2022-05,MY
M003-ST1,M003,S03,C000215,organic,2022-05,MY
M003-ST1,M003,S03,C000216,paid-social,2022-05,MY
M003-ST1,M003,S03,C000217,organic,2022-05,MY
M003-ST1,M003,S03,C000218,organic,2022-05,MY
M003-ST1,M003,S03,C000219,promo,2022-05,MY
M003-ST1,M003,S03,C000220,paid-social,2022-06,MY
M003-ST1,M003,S03,C000221,merchant-referral,2022-06,MY
M003-ST1,M003,S03,C000222,promo,2022-07,MY
M003-ST1,M003,S03,C000223,organic,2022-07,MY
M003-ST1,M003,S03,C000224,organic,2022-07,MY
M003-ST1,M003,S03,C000225,paid-social,2022-08,MY
M003-ST1,M003,S03,C000226,paid-social,2022-08,MY
M003-ST1,M003,S03,C000227,organic,2022-09,MY
M003-ST1,M003,S03,C000228,promo,2022-09,MY
M003-ST1,M003,S03,C000229,organic,2022-09,MY
M003-ST1,M003,S03,C000230,organic,2022-09,MY
M003-ST1,M003,S03,C000231,promo,2022-09,MY
M003-ST1,M003,S03,C000232,merchant-referral,2022-09,MY
M003-ST1,M003,S03,C000233,organic,2022-09,MY
M003-ST1,M003,S03,C000234,merchant-referral,2022-10,MY
M003-ST1,M003,S03,C000235,merchant-referral,2022-10,MY
M003-ST1,M003,S03,C000236,organic,2022-10,MY
M003-ST1,M003,S03,C000237,organic,2022-11,MY
M003-ST1,M003,S03,C000238,paid-social,2022-11,MY
M003-ST1,M003,S03,C000239,paid-social,2022-11,MY
M003-ST1,M003,S03,C000240,paid-social,2022-12,MY
M003-ST1,M003,S03,C000241,promo,2022-12,MY
M003-ST1,M003,S03,C000242,paid-social,2022-12,MY
M003-ST1,M003,S03,C000243,paid-social,2022-12,MY
M003-ST1,M003,S03,C000244,merchant-referral,2022-12,MY
M003-ST1,M003,S03,C000245,merchant-referral,2022-12,MY
M003-ST1,M003,S03,C000246,merchant-referral,2022-12,MY
M003-ST1,M003,S03,C000247,organic,2023-01,MY
M003-ST1,M003,S03,C000248,organic,2023-02,MY
M003-ST1,M003,S03,C000249,paid-social,2023-03,MY
M003-ST1,M003,S03,C000250,merchant-referral,2023-03,MY
M003-ST1,M003,S03,C000251,organic,2023-03,MY
M003-ST1,M003,S03,C000252,paid-social,2023-03,MY
M003-ST1,M003,S03,C000253,promo,2023-03,MY
M003-ST1,M003,S03,C000254,merchant-referral,2023-03,MY
M003-ST1,M003,S03,C000255,paid-social,2023-04,MY
M003-ST1,M003,S03,C000256,promo,2023-04,MY
M003-ST1,M003,S03,C000257,organic,2023-04,MY
M003-ST1,M003,S03,C000258,promo,2023-04,MY
M003-ST1,M003,S03,C000259,organic,2023-04,MY
M003-ST1,M003,S03,C000260,promo,2023-05,MY
M003-ST1,M003,S03,C000261,organic,2023-06,MY
M003-ST1,M003,S03,C000262,organic,2023-07,MY
M003-ST1,M003,S03,C000263,promo,2023-07,MY
M003-ST1,M003,S03,C000264,organic,2023-07,MY
M003-ST1,M003,S03,C000265,paid-social,2023-07,MY
M003-ST1,M003,S03,C000266,organic,2023-07,MY
M003-ST1,M003,S03,C000267,organic,2023-07,MY
M003-ST1,M003,S03,C000268,organic,2023-07,MY
M003-ST1,M003,S03,C000269,promo,2023-08,MY
M003-ST1,M003,S03,C000270,merchant-referral,2023-08,MY
M003-ST1,M003,S03,C000271,merchant-referral,2023-08,MY
M003-ST1,M003,S03,C000272,promo,2023-08,MY
M003-ST1,M003,S03,C000273,merchant-referral,2023-08,MY
M003-ST1,M003,S03,C000274,paid-social,2023-09,MY
M003-ST1,M003,S03,C000275,organic,2023-10,MY
M003-ST1,M003,S03,C000276,organic,2023-10,MY
M003-ST1,M003,S03,C000277,promo,2023-10,MY
M003-ST1,M003,S03,C000278,paid-social,2023-11,MY
M003-ST1,M003,S03,C000279,promo,2023-11,MY
M003-ST1,M003,S03,C000280,organic,2023-11,MY
M003-ST1,M003,S03,C000281,promo,2023-11,MY
M003-ST1,M003,S03,C000282,organic,2023-11,MY
M003-ST1,M003,S03,C000283,merchant-referral,2023-11,MY
M003-ST1,M003,S03,C000284,promo,2023-11,MY
M003-ST1,M003,S03,C000285,organic,2023-11,MY
M003-ST1,M003,S03,C000286,promo,2023-11,MY
M003-ST1,M003,S03,C000287,merchant-referral,2023-11,MY
M003-ST1,M003,S03,C000288,paid-social,2023-12,MY
M003-ST1,M003,S03,C000289,organic,2023-12,MY
M003-ST1,M003,S03,C000290,merchant-referral,2023-12,MY
M003-ST1,M003,S03,C000291,merchant-referral,2023-12,MY
M003-ST1,M003,S03,C000292,organic,2023-12,MY
M003-ST1,M003,S03,C000293,merchant-referral,2023-12,MY
M003-ST1,M003,S03,C000294,paid-social,2023-12,MY
M003-ST1,M003,S03,C000295,organic,2024-01,MY
M003-ST1,M003,S03,C000296,organic,2024-01,MY
M003-ST1,M003,S03,C000297,merchant-referral,2024-01,MY
M003-ST1,M003,S03,C000298,paid-social,2024-01,MY
M003-ST1,M003,S03,C000299,paid-social,2024-02,MY
M003-ST1,M003,S03,C000300,paid-social,2024-02,MY
M003-ST1,M003,S03,C000301,promo,2024-03,MY
M003-ST1,M003,S03,C000302,organic,2024-03,MY
M003-ST1,M003,S03,C000303,merchant-referral,2024-03,MY
M003-ST1,M003,S03,C000304,merchant-referral,2024-03,MY
M003-ST1,M003,S03,C000305,merchant-referral,2024-03,MY
M003-ST1,M003,S03,C000306,promo,2024-03,MY
M003-ST1,M003,S03,C000307,paid-social,2024-04,MY
M003-ST1,M003,S03,C000308,paid-social,2024-05,MY
M003-ST1,M003,S03,C000309,organic,2024-05,MY
M003-ST1,M003,S03,C000310,organic,2024-05,MY
M003-ST1,M003,S03,C000311,organic,2024-06,MY
M003-ST1,M003,S03,C000312,organic,2024-06,MY
M003-ST1,M003,S03,C000313,promo,2024-06,MY
M003-ST1,M003,S03,C000314,merchant-referral,2024-06,MY
M003-ST1,M003,S03,C000315,merchant-referral,2024-07,MY
M003-ST1,M003,S03,C000316,promo,2024-07,MY
M003-ST1,M003,S03,C000317,organic,2024-07,MY
M003-ST1,M003,S03,C000318,paid-social,2024-07,MY
M003-ST1,M003,S03,C000319,organic,2024-07,MY
M003-ST1,M003,S03,C000320,organic,2024-07,MY
M003-ST1,M003,S03,C000321,paid-social,2024-08,MY
M003-ST1,M003,S03,C000322,promo,2024-08,MY
M003-ST1,M003,S03,C000323,organic,2024-08,MY
M003-ST1,M003,S03,C000324,organic,2024-08,MY
M003-ST1,M003,S03,C000325,merchant-referral,2024-09,MY
M003-ST1,M003,S03,C000326,promo,2024-09,MY
M003-ST1,M003,S03,C000327,paid-social,2024-09,MY
M003-ST1,M003,S03,C000328,organic,2024-09,MY
M003-ST1,M003,S03,C000329,paid-social,2024-09,MY
M003-ST1,M003,S03,C000330,organic,2024-09,MY
M003-ST1,M003,S03,C000331,organic,2024-09,MY
M003-ST1,M003,S03,C000332,merchant-referral,2024-09,MY
M003-ST1,M003,S03,C000333,paid-social,2024-10,MY
M003-ST1,M003,S03,C000334,organic,2024-10,MY
M003-ST1,M003,S03,C000335,organic,2024-10,MY
M003-ST1,M003,S03,C000336,merchant-referral,2024-10,MY
M003-ST1,M003,S03,C000337,merchant-referral,2024-11,MY
M003-ST1,M003,S03,C000338,paid-social,2024-11,MY
M003-ST1,M003,S03,C000339,merchant-referral,2024-11,MY
M003-ST1,M003,S03,C000340,merchant-referral,2024-11,MY
M003-ST1,M003,S03,C000341,paid-social,2024-11,MY
M003-ST1,M003,S03,C000342,organic,2024-11,MY
M003-ST1,M003,S03,C000343,organic,2024-11,MY
M003-ST1,M003,S03,C000344,promo,2024-11,MY
M003-ST1,M003,S03,C000345,promo,2024-12,MY
M003-ST1,M003,S03,C000346,paid-social,2024-12,MY
M003-ST1,M003,S03,C000347,organic,2024-12,MY
M003-ST1,M003,S03,C000348,merchant-referral,2024-12,MY
M003-ST1,M003,S03,C000349,organic,2024-12,MY
M003-ST1,M003,S03,C000350,promo,2024-12,MY
M003-ST1,M003,S03,C000351,organic,2024-12,MY
M003-ST1,M003,S03,C000352,merchant-referral,2024-12,MY
M003-ST1,M003,S03,C000353,merchant-referral,2024-12,MY
M003-ST1,M003,S03,C000354,organic,2024-12,MY
M003-ST1,M003,S03,C000355,organic,2025-01,MY
M003-ST1,M003,S03,C000356,merchant-referral,2025-02,MY
M003-ST1,M003,S03,C000357,merchant-referral,2025-02,MY
M003-ST1,M003,S03,C000358,organic,2025-02,MY
M003-ST1,M003,S03,C000359,merchant-referral,2025-02,MY
M003-ST1,M003,S03,C000360,paid-social,2025-03,MY
M003-ST1,M003,S03,C000361,paid-social,2025-03,MY
M003-ST1,M003,S03,C000362,paid-social,2025-03,MY
M003-ST1,M003,S03,C000363,promo,2025-03,MY
M003-ST1,M003,S03,C000364,promo,2025-04,MY
M003-ST1,M003,S03,C000365,promo,2025-04,MY
M003-ST1,M003,S03,C000366,organic,2025-04,MY
M003-ST1,M003,S03,C000367,organic,2025-04,MY
M003-ST1,M003,S03,C000368,promo,2025-05,MY
M003-ST1,M003,S03,C000369,merchant-referral,2025-05,MY
M003-ST1,M003,S03,C000370,promo,2025-05,MY
M003-ST1,M003,S03,C000371,paid-social,2025-07,MY
M003-ST1,M003,S03,C000372,organic,2025-07,MY
M003-ST1,M003,S03,C000373,paid-social,2025-08,MY
M003-ST1,M003,S03,C000374,organic,2025-08,MY
M003-ST1,M003,S03,C000375,organic,2025-08,MY
M003-ST1,M003,S03,C000376,merchant-referral,2025-08,MY
M003-ST1,M003,S03,C000377,paid-social,2025-09,MY
M003-ST1,M003,S03,C000378,paid-social,2025-09,MY
M003-ST1,M003,S03,C000379,merchant-referral,2025-09,MY
M003-ST1,M003,S03,C000380,merchant-referral,2025-09,MY
M003-ST1,M003,S03,C000381,merchant-referral,2025-09,MY
M003-ST1,M003,S03,C000382,paid-social,2025-10,MY
M003-ST1,M003,S03,C000383,paid-social,2025-10,MY
M003-ST1,M003,S03,C000384,organic,2025-10,MY
M003-ST1,M003,S03,C000385,organic,2025-10,MY
M003-ST1,M003,S03,C000386,organic,2025-10,MY
M003-ST1,M003,S03,C000387,paid-social,2025-10,MY
M003-ST1,M003,S03,C000388,promo,2025-10,MY
M003-ST1,M003,S03,C000389,organic,2025-11,MY
M003-ST1,M003,S03,C000390,promo,2025-11,MY
M003-ST1,M003,S03,C000391,organic,2025-11,MY
M003-ST1,M003,S03,C000392,merchant-referral,2025-11,MY
M003-ST1,M003,S03,C000393,merchant-referral,2025-11,MY
M003-ST1,M003,S03,C000394,promo,2025-11,MY
M003-ST1,M003,S03,C000395,organic,2025-11,MY
M003-ST1,M003,S03,C000396,paid-social,2025-11,MY
M003-ST1,M003,S03,C000397,paid-social,2025-11,MY
M003-ST1,M003,S03,C000398,organic,2025-12,MY
M003-ST1,M003,S03,C000399,promo,2025-12,MY
M003-ST1,M003,S03,C000400,merchant-referral,2025-12,MY
M003-ST1,M003,S03,C000401,merchant-referral,2025-12,MY
M003-ST1,M003,S03,C000402,organic,2025-12,MY
M003-ST1,M003,S03,C000403,merchant-referral,2025-12,MY
M003-ST1,M003,S03,C000404,promo,2025-12,MY
M003-ST1,M003,S03,C000405,organic,2025-12,MY
M003-ST1,M003,S03,C000406,merchant-referral,2026-01,MY
M003-ST1,M003,S03,C000407,merchant-referral,2026-01,MY
M003-ST1,M003,S03,C000408,organic,2026-01,MY
M003-ST1,M003,S03,C000409,paid-social,2026-01,MY
M003-ST1,M003,S03,C000410,promo,2026-02,MY
M003-ST1,M003,S03,C000411,promo,2026-02,MY
M003-ST1,M003,S03,C000412,merchant-referral,2026-03,MY
M003-ST1,M003,S03,C000413,organic,2026-03,MY
M003-ST1,M003,S03,C000414,paid-social,2026-03,MY
M003-ST1,M003,S03,C000415,organic,2026-03,MY
M003-ST1,M003,S03,C000416,promo,2026-03,MY
M003-ST1,M003,S03,C000417,organic,2026-03,MY
M003-ST1,M003,S03,C000418,promo,2026-03,MY
M003-ST1,M003,S03,C000419,merchant-referral,2026-04,MY
M003-ST1,M003,S03,C000420,merchant-referral,2026-04,MY
M003-ST1,M003,S03,C000421,paid-social,2026-04,MY
M003-ST1,M003,S03,C000422,paid-social,2026-04,MY
M003-ST1,M003,S03,C000423,organic,2026-04,MY
M003-ST1,M003,S03,C000424,paid-social,2026-04,MY
M003-ST1,M003,S03,C000425,organic,2026-04,MY
M003-ST1,M003,S03,C000426,merchant-referral,2026-05,MY
M003-ST1,M003,S03,C000427,promo,2026-05,MY
M003-ST1,M003,S03,C000428,organic,2026-05,MY
M003-ST1,M003,S03,C000429,promo,2026-05,MY
M003-ST1,M003,S03,C000430,merchant-referral,2026-05,MY
M003-ST1,M003,S03,C000431,merchant-referral,2026-06,MY
M003-ST1,M003,S03,C000432,paid-social,2026-06,MY
M003-ST1,M003,S03,C000433,promo,2026-06,MY
M003-ST1,M003,S03,C000434,promo,2026-06,MY
M003-ST1,M003,S03,C000435,organic,2026-06,MY
M003-ST1,M003,S03,C000436,organic,2026-06,MY
M003-ST1,M003,S03,C000437,merchant-referral,2026-06,MY
M003-ST1,M003,S03,C000438,promo,2026-07,MY
M003-ST1,M003,S03,C000439,promo,2026-07,MY
M003-ST1,M003,S03,C000440,merchant-referral,2026-07,MY
M003-ST1,M003,S03,C000441,promo,2026-07,MY
M003-ST1,M003,S03,C000442,paid-social,2026-08,MY
M003-ST1,M003,S03,C000443,merchant-referral,2026-08,MY
M003-ST1,M003,S03,C000444,organic,2026-08,MY
M003-ST1,M003,S03,C000445,merchant-referral,2026-08,MY
M003-ST1,M003,S03,C000446,organic,2026-08,MY
M003-ST1,M003,S03,C000447,organic,2026-08,MY
M003-ST1,M003,S03,C000448,paid-social,2026-08,MY
M003-ST1,M003,S03,C000449,paid-social,2026-08,MY
M003-ST1,M003,S03,C000450,promo,2026-09,MY
M003-ST1,M003,S03,C000451,organic,2026-09,MY
M003-ST1,M003,S03,C000452,organic,2026-09,MY
M003-ST1,M003,S03,C000453,organic,2026-09,MY
M003-ST2,M003,S03,C000454,organic,2021-09,MY
M003-ST2,M003,S03,C000455,organic,2021-09,MY
M003-ST2,M003,S03,C000456,promo,2021-10,MY
M003-ST2,M003,S03,C000457,organic,2021-11,MY
M003-ST2,M003,S03,C000458,organic,2021-11,MY
M003-ST2,M003,S03,C000459,paid-social,2021-11,MY
M003-ST2,M003,S03,C000460,promo,2021-11,MY
M003-ST2,M003,S03,C000461,merchant-referral,2021-11,MY
M003-ST2,M003,S03,C000462,merchant-referral,2021-11,MY
M003-ST2,M003,S03,C000463,paid-social,2021-12,MY
M003-ST2,M003,S03,C000464,merchant-referral,2021-12,MY
M003-ST2,M003,S03,C000465,organic,2021-12,MY
M003-ST2,M003,S03,C000466,merchant-referral,2022-01,MY
M003-ST2,M003,S03,C000467,merchant-referral,2022-02,MY
M003-ST2,M003,S03,C000468,paid-social,2022-02,MY
M003-ST2,M003,S03,C000469,merchant-referral,2022-02,MY
M003-ST2,M003,S03,C000470,promo,2022-02,MY
M003-ST2,M003,S03,C000471,promo,2022-03,MY
M003-ST2,M003,S03,C000472,organic,2022-03,MY
M003-ST2,M003,S03,C000473,paid-social,2022-03,MY
M003-ST2,M003,S03,C000474,merchant-referral,2022-03,MY
